iso3,country,region,subregion,disaggregation,disagg.value,section,continued_breastfeeding_1yr_2000,continued_breastfeeding_1yr_2001,continued_breastfeeding_1yr_2002,continued_breastfeeding_1yr_2003,continued_breastfeeding_1yr_2004,continued_breastfeeding_1yr_2005,continued_breastfeeding_1yr_2006,continued_breastfeeding_1yr_2007,continued_breastfeeding_1yr_2008,continued_breastfeeding_1yr_2009,continued_breastfeeding_1yr_2010,continued_breastfeeding_1yr_2011,continued_breastfeeding_1yr_2012,continued_breastfeeding_1yr_2013,continued_breastfeeding_1yr_2014,continued_breastfeeding_1yr_2015,continued_breastfeeding_1yr_2016,continued_breastfeeding_1yr_2017,continued_breastfeeding_1yr_2018,continued_breastfeeding_1yr_2019,continued_breastfeeding_1yr_2020,Dairy_2018,early_initiation_2000,early_initiation_2001,early_initiation_2002,early_initiation_2003,early_initiation_2004,early_initiation_2005,early_initiation_2006,early_initiation_2007,early_initiation_2008,early_initiation_2009,early_initiation_2010,early_initiation_2011,early_initiation_2012,early_initiation_2013,early_initiation_2014,early_initiation_2015,early_initiation_2016,early_initiation_2017,early_initiation_2018,early_initiation_2019,early_initiation_2020,exclusive_breastfeeding_2000,exclusive_breastfeeding_2001,exclusive_breastfeeding_2002,exclusive_breastfeeding_2003,exclusive_breastfeeding_2004,exclusive_breastfeeding_2005,exclusive_breastfeeding_2006,exclusive_breastfeeding_2007,exclusive_breastfeeding_2008,exclusive_breastfeeding_2009,exclusive_breastfeeding_2010,exclusive_breastfeeding_2011,exclusive_breastfeeding_2012,exclusive_breastfeeding_2013,exclusive_breastfeeding_2014,exclusive_breastfeeding_2015,exclusive_breastfeeding_2016,exclusive_breastfeeding_2017,exclusive_breastfeeding_2018,exclusive_breastfeeding_2019,exclusive_breastfeeding_2020,Fish_2018,Fruit_2018,Legumes_2018,minimum_accept_diet_2009,minimum_accept_diet_2010,minimum_accept_diet_2011,minimum_accept_diet_2012,minimum_accept_diet_2013,minimum_accept_diet_2014,minimum_accept_diet_2015,minimum_accept_diet_2016,minimum_accept_diet_2017,minimum_accept_diet_2018,minimum_accept_diet_2019,minimum_accept_diet_2020,minimum_diet_diversity_2005,minimum_diet_diversity_2006,minimum_diet_diversity_2007,minimum_diet_diversity_2008,minimum_diet_diversity_2009,minimum_diet_diversity_2010,minimum_diet_diversity_2011,minimum_diet_diversity_2012,minimum_diet_diversity_2013,minimum_diet_diversity_2014,minimum_diet_diversity_2015,minimum_diet_diversity_2016,minimum_diet_diversity_2017,minimum_diet_diversity_2018,minimum_diet_diversity_2019,minimum_diet_diversity_2020,minimum_meal_2006,minimum_meal_2009,minimum_meal_2010,minimum_meal_2011,minimum_meal_2012,minimum_meal_2013,minimum_meal_2014,minimum_meal_2015,minimum_meal_2016,minimum_meal_2017,minimum_meal_2018,minimum_meal_2019,minimum_meal_2020,Nuts_2018,Red meat_2018,solid_foods_2000,solid_foods_2001,solid_foods_2002,solid_foods_2003,solid_foods_2004,solid_foods_2005,solid_foods_2006,solid_foods_2007,solid_foods_2008,solid_foods_2009,solid_foods_2010,solid_foods_2011,solid_foods_2012,solid_foods_2013,solid_foods_2014,solid_foods_2015,solid_foods_2016,solid_foods_2017,solid_foods_2018,solid_foods_2019,solid_foods_2020,Vegetables_2018,Whole grains_2018
MNE,Montenegro,Europe,Southern Europe,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,0.81,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,4.78,,,,,,,,,,,,,,,,,,,,,,0.55,0.25
MNE,Montenegro,Europe,Southern Europe,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
MNE,Montenegro,Europe,Southern Europe,location,Urban,Diet,,,,,,17.52,,,,,,,,10.92,,,,,22.3,,,,,,,,,17.85,,,,,,,,11.44,,,,,21.18,,,,,,,,23.46,,,,,,,,13.85,,,,,18.14,,,,,,,,,,60.52,,,,,47.08,,,,,,,,,,,70.12,,,,,69.14,,,,,,,,86.76,,,,,72.53,,,,,,,,,,83.5,,,,,,,,91.95,,,,,91.3,,,,
MNE,Montenegro,Europe,Southern Europe,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
MNE,Montenegro,Europe,Southern Europe,sex,Both,Diet,,,,,,21.21,,,,,,,,14.64,,,,,24.88,,,,,,,,,24.96,,,,,,,,14.38,,,,,24.08,,,,,,,,19.3,,,,,,,,16.78,,,,,19.52,,,,,,,,,,59.68,,,,,47.51,,,,,,,,,,,69.06,,,,,66.02,,,,,,,,86.88,,,,,75.67,,,,,,,,,,79.08,,,,,,,,95.14,,,,,86.77,,,,
MNE,Montenegro,Europe,Southern Europe,sex,Boys,Diet,,,,,,23.04,,,,,,,,13.57,,,,,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.15,,,,,,,,17.45,,,,,18.56,,,,,,,,,,59.55,,,,,47.29,,,,,,,,,,,66.36,,,,,66.98,,,,,,,,89.21,,,,,74.14,,,,,,,,,,,,,,,,,,94.43,,,,,79.16,,,,
MNE,Montenegro,Europe,Southern Europe,sex,Girls,Diet,,,,,,19.4,,,,,,,,15.84,,,,,28.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,,,,,,,,15.95,,,,,20.39,,,,,,,,,,59.82,,,,,47.81,,,,,,,,,,,72.07,,,,,64.76,,,,,,,,84.29,,,,,77.67,,,,,,,,,,78.74,,,,,,,,96.08,,,,,98.04,,,,
MNE,Montenegro,Europe,Southern Europe,wealth,Highest,Diet,,,,,,14.24,,,,,,,,11.25,,,,,19.93,,,,,,,,,8.45,,,,,,,,5.61,,,,,16.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.11,,,,,60.04,,,,,,,,,,,77.6,,,,,81.81,,,,,,,,92.95,,,,,75.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,Montenegro,Europe,Southern Europe,wealth,Lowest,Diet,,,,,,43.73,,,,,,,,27.49,,,,,55.37,,,,,,,,,40.23,,,,,,,,28.93,,,,,26.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.55,,,,,34.41,,,,,,,,,,,53.85,,,,,60.02,,,,,,,,79.9,,,,,67.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,Montenegro,Europe,Southern Europe,wealth,Middle,Diet,,,,,,15.41,,,,,,,,11.4,,,,,14.76,,,,,,,,,24.67,,,,,,,,9.86,,,,,24.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.01,,,,,42.36,,,,,,,,,,,66.84,,,,,62.75,,,,,,,,96.02,,,,,83.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,Montenegro,Europe,Southern Europe,wealth,Second highest,Diet,,,,,,10.24,,,,,,,,13.74,,,,,24.33,,,,,,,,,13.67,,,,,,,,10.67,,,,,19.11,,,,,,,,,,,,,,,,14.16,,,,,12.04,,,,,,,,,,66.88,,,,,56.67,,,,,,,,,,,76.62,,,,,71.71,,,,,,,,86.39,,,,,81.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,Montenegro,Europe,Southern Europe,wealth,Second lowest,Diet,,,,,,20.62,,,,,,,,12.91,,,,,8.57,,,,,,,,,31.95,,,,,,,,21.1,,,,,39.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.62,,,,,43.95,,,,,,,,,,,67.23,,,,,51.5,,,,,,,,74.78,,,,,72.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,Asia,Eastern Asia,age,0-1 month,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4,,,,,71.41,,,,,86,,,67.17,,,78.93,,69.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,Asia,Eastern Asia,age,12-15 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.34,,,47.49,,30.38,,,,,,,,,,,51.77,,,48.66,,48.3,,,,,30.98,,,69.25,,,93.79,,63.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,Asia,Eastern Asia,age,12-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,,,43.99,,30.06,,,,,,,,,,,45.93,,,47.93,,43.6,,,,,31.14,,,65.86,,,93.12,,64.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,Asia,Eastern Asia,age,16-19 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.69,,,42.52,,34.01,,,,,,,,,,,40.44,,,47.12,,44.65,,,,,29.64,,,60.85,,,92.56,,68.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,Asia,Eastern Asia,age,2-3 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.25,,,,,65.57,,,,,71.57,,,50.76,,,86.78,,57.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,Asia,Eastern Asia,age,20-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.39,,,41.72,,25.16,,,,,,,,,,,45.71,,,48.12,,36.29,,,,,33.5,,,67.65,,,93.07,,61.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,Asia,Eastern Asia,age,4-5 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.69,,,,,40.95,,,,,42.99,,,24.18,,,31.76,,29.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,Asia,Eastern Asia,age,6-11 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,,,36.62,,23.85,,,,,,,,,,,37.72,,,38.68,,31.17,,,,,25.62,,,74.93,,,90.52,,67.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,Asia,Eastern Asia,education,None or primary,Diet,64.1,,,,,74.22,,,,,76.22,,,71.18,,,,,69.05,,,,,,,,,77.28,,,,,72.71,,,72.45,,,,,72.84,,,58.82,,,,,69.07,,,,,71.6,,,54.84,,,,,44.1,,,,,,,,,,11.52,,,7.85,,3.82,,,,,,,,,,,20.62,,,7.85,,6.07,,,,,20.74,,,53.67,,,68.56,,48.37,,,,,,,,,,,,,,,68.63,,,91.04,,,,,80.61,,,,
MNG,Mongolia,Asia,Eastern Asia,education,Secondary or higher,Diet,65.72,,,,,72.32,,,,,76.75,,,65.34,,,70.07,,61.06,,,,,,,,,78.1,,,,,71.13,,,70.86,,,,,67.75,,,46.75,,,,,55.14,,,,,64.12,,,45.01,,,60.18,,48.33,,,,,,,,,,35.66,,,43.21,,32.71,,,,,,,,,,,46.77,,,46.8,,45.56,,,,,30.27,,,71.04,,,92.31,,70.09,,,,,,,,,,66.41,,,,,87.31,,,94.93,,,97.32,,89.85,,,,
MNG,Mongolia,Asia,Eastern Asia,location,National,Diet,,,,,,,,,,,,,,,,,,,,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.24,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,5.32,,,,,,,,,,,,,,,,,,,,,,0.57,0.81
MNG,Mongolia,Asia,Eastern Asia,location,Regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.35,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,3.52,,,,,,,,,,,,,,,,,,,,,,0.69,0.42
MNG,Mongolia,Asia,Eastern Asia,location,Rural,Diet,65.55,,,,,73.61,,,,,74.46,,,66.53,,,68.04,,62.27,,,,,,,,,81.12,,,,,70.87,,,74.74,,,87.6,,75.79,,,52.72,,,,,59.75,,,,,69.94,,,49.73,,,61.88,,62.76,,65,,,,,,,,19.04,,,35.41,,16.75,,,,,,,,,,,27.74,,,36.46,,22.5,,30,,,25.46,,,58.66,,,90.23,,62.09,,,,,,,,,,63.4,,,,,80.85,,,91.86,,,92.52,,82.6,,,,
MNG,Mongolia,Asia,Eastern Asia,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,0.46,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,7.26,,,,,,,,,,,,,,,,,,,,,,0.99,0.06
MNG,Mongolia,Asia,Eastern Asia,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
MNG,Mongolia,Asia,Eastern Asia,location,Urban,Diet,68.21,,,,,72.22,,,,,76.14,,,65.78,,,61.93,,64.64,,,,,,,,,74.53,,,,,71.77,,,69.03,,,81.9,,67.71,,,41.52,,,,,54.18,,,,,62.45,,,43.97,,,58.07,,43.93,,55,,,,,,,,40.53,,,44.09,,33.32,,,,,,,,,,,52.35,,,48.38,,47.41,,50,,,31.96,,,75.39,,,93.09,,67.27,,,,,,,,,,67.26,,,,,89.26,,,96.46,,,98.1,,90.97,,,,
MNG,Mongolia,Asia,Eastern Asia,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
MNG,Mongolia,Asia,Eastern Asia,sex,Both,Diet,66.69,,,,,72.85,,,,,75.48,,,66.08,,,64,,63.86,,,,,,,,,77.5,,,,,71.41,,,71.11,,,83.7,,70.22,,,47.79,,,,,56.66,,,,,65.68,,,45.95,,,59.16,,50.2,,58,,,,,,,,32.4,,,41.36,,27.87,,,,,,,,,,,43.04,,,44.62,,39.21,,45,,,29.44,,,69.06,,,92.19,,65.57,,,,,,,,,,65.6,,,,,85.91,,,94.79,,,96.54,,88.35,,,,
MNG,Mongolia,Asia,Eastern Asia,sex,Boys,Diet,67.47,,,,,71.36,,,,,77.91,,,65.18,,,66.74,,57.49,,,,,,,,,,,,,,,,,,,,80.3,,68.45,,,48.34,,,,,57.38,,,,,65.81,,,43.54,,,61.38,,45.72,,53,,,,,,,,33.42,,,38.76,,27.8,,,,,,,,,,,44.35,,,42.37,,38.68,,43,,,26.24,,,68.49,,,89.55,,69.31,,,,,,,,,,63.84,,,,,86.59,,,92.88,,,96.14,,89.15,,,,
MNG,Mongolia,Asia,Eastern Asia,sex,Girls,Diet,65.93,,,,,74.52,,,,,73.16,,,67.06,,,61.52,,70.47,,,,,,,,,,,,,,,,,,,,86.8,,72.11,,,47.38,,,,,55.86,,,,,65.55,,,48.28,,,57.19,,55.3,,62,,,,,,,,31.27,,,43.85,,27.94,,,,,,,,,,,41.59,,,46.79,,39.76,,47,,,32.73,,,69.69,,,94.73,,61.7,,,,,,,,,,67.33,,,,,85.13,,,96.83,,,97.05,,87.51,,,,
MNG,Mongolia,Asia,Eastern Asia,wealth,Highest,Diet,65.37,,,,,64.64,,,,,68.49,,,55.74,,,57.52,,51.1,,,,,,,,,72.54,,,,,63.37,,,67.75,,,86.3,,61.85,,,26.61,,,,,52.99,,,,,59.67,,,42.25,,,56.99,,36.92,,,,,,,,,,50.02,,,52.17,,45.4,,,,,,,,,,,60.13,,,57.81,,62.76,,,,,36.88,,,85.8,,,97.09,,73.24,,,,,,,,,,73.89,,,,,94.45,,,100,,,,,86.98,,,,
MNG,Mongolia,Asia,Eastern Asia,wealth,Lowest,Diet,66.55,,,,,74.02,,,,,76.85,,,67.42,,,65.65,,64.91,,,,,,,,,81.73,,,,,72.15,,,75.03,,,86.3,,77.44,,,58.97,,,,,69.39,,,,,68.44,,,55.37,,,60.71,,60.84,,,,,,,,,,12.81,,,28.31,,8.78,,,,,,,,,,,20.7,,,29.02,,13.11,,,,,23.07,,,55.42,,,87.5,,54.71,,,,,,,,,,58.46,,,,,73.95,,,89.1,,,96.49,,76.75,,,,
MNG,Mongolia,Asia,Eastern Asia,wealth,Middle,Diet,72.8,,,,,72.56,,,,,73.72,,,76.29,,,58.68,,72.1,,,,,,,,,71.55,,,,,72.13,,,70.87,,,79.5,,71.05,,,47.45,,,,,42.69,,,,,67.82,,,41.89,,,66.47,,41.86,,,,,,,,,,34.38,,,45.24,,29.52,,,,,,,,,,,45.44,,,47.69,,41.8,,,,,26.52,,,69.49,,,90.24,,64.48,,,,,,,,,,75.1,,,,,83.53,,,96.43,,,91.46,,92.32,,,,
MNG,Mongolia,Asia,Eastern Asia,wealth,Second highest,Diet,67.62,,,,,81.01,,,,,79.92,,,65.21,,,71.74,,57.13,,,,,,,,,78.77,,,,,76.32,,,67.57,,,82.4,,68.33,,,52.31,,,,,60.3,,,,,56.24,,,38.71,,,46.46,,54.48,,,,,,,,,,39.7,,,49.87,,36.28,,,,,,,,,,,53.29,,,55.42,,49.44,,,,,32.5,,,71.83,,,94.82,,76.64,,,,,,,,,,64.66,,,,,91.03,,,93.14,,,96.69,,97.36,,,,
MNG,Mongolia,Asia,Eastern Asia,wealth,Second lowest,Diet,61.6,,,,,72.7,,,,,77.17,,,67.57,,,65.09,,68.63,,,,,,,,,81.83,,,,,72.78,,,74.2,,,83.5,,73.05,,,48,,,,,56.72,,,,,68.92,,,49.91,,,64.56,,62.13,,,,,,,,,,24.31,,,30.11,,18.94,,,,,,,,,,,35.33,,,31.65,,28.24,,,,,28.97,,,61.32,,,90.31,,59.58,,,,,,,,,,56.16,,,,,89.2,,,95.35,,,95.83,,87.16,,,,
MOZ,Mozambique,Africa,Eastern Africa,age,0-1 month,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.16,,,,,56.34,,,56.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,age,12-15 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.26,,,,,,,,,,,,,,,,33.01,,,,,,,,,,,,,38.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,age,12-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.26,,,,,,,,,,,,,,,,32.23,,,,,,,,,,,,,37.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,age,16-19 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69,,,,,,,,,,,,,,,,31.88,,,,,,,,,,,,,38.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,age,2-3 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.33,,,,,40.6,,,43.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,age,20-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.24,,,,,,,,,,,,,,,,31.63,,,,,,,,,,,,,35.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,age,4-5 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.67,,,,,16.22,,,22.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,age,6-11 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.22,,,,,,,,,,,,,,,,20.55,,,,,,,,,,,,,46.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,education,None or primary,Diet,,,,84.03,,,,,79.91,,,78.27,,,,,,,,,,,,,,64.66,,,,,63.42,,,77.01,,,,,,,,,,,,,28.99,,,,,37.32,,,39.41,,,,,,,,,,,,,,,12.93,,,,,,,,,,,,,,,,28.05,,,,,,,,,,,,,40.12,,,,,,,,,,,,,,,76.48,,,,,85.41,,,82.06,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,education,Secondary or higher,Diet,,,,52.95,,,,,57.29,,,55.11,,,,,,,,,,,,,,41,,,,,60.01,,,74.48,,,,,,,,,,,,,21.53,,,,,31.68,,,43.92,,,,,,,,,,,,,,,14.84,,,,,,,,,,,,,,,,27.94,,,,,,,,,,,,,46.6,,,,,,,,,,,,,,,92.21,,,,,86.03,,,85.38,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,location,National,Diet,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,0.51,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,1.35,,,,,,,,,,,,,,,,,,,,,,0.46,0.14
MOZ,Mozambique,Africa,Eastern Africa,location,Regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.34,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,1.81,,,,,,,,,,,,,,,,,,,,,,0.46,0.45
MOZ,Mozambique,Africa,Eastern Africa,location,Rural,Diet,,,,86.3,,,,,82.64,,,80.76,,,,,,,,,,,,,,66.95,,,,,64.73,,,77.33,,,,,,,,,,,,,30.45,,,,,37.93,,,37.69,,44,,,,,,,,,,,,,13.34,,,,,,,,,,,,,,,,28.48,,,,,,,,,,,,,39.21,,,,,,,,,,,,,,,76.65,,,,,84.61,,,82.13,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.36,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,1.26,,,,,,,,,,,,,,,,,,,,,,0.5,0.71
MOZ,Mozambique,Africa,Eastern Africa,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
MOZ,Mozambique,Africa,Eastern Africa,location,Urban,Diet,,,,74.02,,,,,67.02,,,60.33,,,,,,,,,,,,,,55.54,,,,,59.55,,,75,,,,,,,,,,,,,24.24,,,,,33.91,,,46.07,,31,,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,26.83,,,,,,,,,,,,,45.54,,,,,,,,,,,,,,,78.88,,,,,87.62,,,83.23,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
MOZ,Mozambique,Africa,Eastern Africa,sex,Both,Diet,,,,82.69,,,,,78.3,,,75.38,,,,,,,,,,,,,,63.64,,,,,63.24,,,76.69,,69,,,,,,,,,,,28.71,,,,,36.69,,,40.01,,41,,,,,,,,,,,,,13.17,,,,,,,,,,,,,,,,28.04,,,,,,,,,,,,,40.91,,,,,,,,,,,,,,,77.34,,,,,85.46,,,82.43,,95,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,sex,Boys,Diet,,,,82.62,,,,,78.54,,,74.89,,,,,,,,,,,,,,63.27,,,,,,,,75.98,,,,,,,,,,,,,29.79,,,,,37.65,,,38.58,,43,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,27.08,,,,,,,,,,,,,40.96,,,,,,,,,,,,,,,75.2,,,,,85.3,,,78.72,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,sex,Girls,Diet,,,,82.77,,,,,78.07,,,75.85,,,,,,,,,,,,,,64.02,,,,,,,,77.42,,,,,,,,,,,,,27.68,,,,,35.6,,,41.73,,38,,,,,,,,,,,,,14.76,,,,,,,,,,,,,,,,28.95,,,,,,,,,,,,,40.87,,,,,,,,,,,,,,,79.64,,,,,85.63,,,85.5,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,wealth,Highest,Diet,,,,68.88,,,,,57.13,,,52.58,,,,,,,,,,,,,,46.6,,,,,59.45,,,69.82,,,,,,,,,,,,,20.79,,,,,30.78,,,44.36,,34,,,,,,,,,,,,,14.57,,,,,,,,,,,,,,,,28.77,,,,,,,,,,,,,50.66,,,,,,,,,,,,,,,76.58,,,,,88.39,,,87.69,,,,,,,,,,,
MOZ,Mozambique,Africa,Eastern Africa,wealth,Lowest,Diet,,,,84.99,,,,,83.88,,,80.14,,,,,,,,,,,,,,71.2,,,,,68.94,,,77.69,,,,,,,,,,,,,36.29,,,,,37.49,,,32.38,,39,,,,,,,,,,,,,16.89,,,,,,,,,,,,,,,,30.52,,,,,,,,,,,,,43.11,,,,,,,,,,,,,,,74.48,,,,,86.28,,,86.61,,,,,,,,,,,
